#,oneSPSAResults_1sim_0noise_quad,
#,NMSE,STD
1,0.9988238424,0.0040789406
2,0.9979118653,0.0063645824
3,0.9966967535,0.0081988068
4,0.9950828104,0.0106074439
5,0.993046545,0.0118765459
6,0.9909861438,0.0142939772
7,0.9886884385,0.015680767
8,0.9852635693,0.0169007178
9,0.9827138018,0.0186562598
10,0.9807924897,0.0186752925
11,0.978303248,0.0203044163
12,0.975881599,0.021749639
13,0.9742214412,0.0219080786
14,0.973393199,0.0229576098
15,0.972508036,0.0242755398
16,0.9710069734,0.0252044681
17,0.9690901042,0.0258235645
18,0.9679719499,0.0268688384
19,0.9648098178,0.0283473658
20,0.9629152205,0.0284795657
21,0.9613728543,0.029334665
22,0.9591733397,0.0301786709
23,0.9571507839,0.0298882073
24,0.9558932734,0.0310947387
25,0.9551653869,0.0318492346
26,0.9524777095,0.0321384976
27,0.9499684053,0.0321518778
28,0.9488843188,0.0323388108
29,0.946547479,0.032690312
30,0.9451060407,0.0330509055
31,0.9437772358,0.0323359653
32,0.9418770007,0.0331364921
33,0.9388648804,0.0333473251
34,0.9378118477,0.0336817569
35,0.9359042628,0.0333445291
36,0.9341202302,0.0353461932
37,0.9330159003,0.0352429127
38,0.9310719692,0.0356392884
39,0.9294142365,0.036322283
40,0.9278535139,0.0374166293
41,0.9248597588,0.0380766139
42,0.9231960588,0.039551583
43,0.9227542456,0.0400335664
44,0.9190048881,0.0399992634
45,0.917392338,0.0403030964
46,0.9145915107,0.0400077532
47,0.9119927649,0.0408456012
48,0.9117165587,0.0415206518
49,0.910062366,0.0415310157
50,0.9085291377,0.0421861198
51,0.9065274772,0.0423740918
52,0.9033315938,0.0430195951
53,0.9008147311,0.0430197494
54,0.8998014177,0.0426634433
55,0.8987094867,0.0426388857
56,0.8969370827,0.0440219391
57,0.894317741,0.044144869
58,0.8923370682,0.0446987629
59,0.8907941374,0.0452255235
60,0.889279083,0.0455125747
61,0.8881544708,0.0462913734
62,0.8850474551,0.0467730777
63,0.8830244327,0.0473702844
64,0.8822403982,0.0475583983
65,0.8801897488,0.0468350677
66,0.8784865246,0.0477950195
67,0.8763924479,0.0481905526
68,0.8746013632,0.0489068361
69,0.8717442919,0.0488168117
70,0.8705721964,0.0494576389
71,0.8697377205,0.0509370956
72,0.8678438869,0.050880794
73,0.8663130542,0.05194404
74,0.8644582106,0.0524466501
75,0.8631293599,0.0531486616
76,0.8612138077,0.0540328908
77,0.858317282,0.0532717167
78,0.8552803357,0.0535128772
79,0.8537712006,0.0530497175
80,0.8510443401,0.052897803
81,0.8489828401,0.0537394676
82,0.8471843316,0.0539465878
83,0.8459581008,0.0544455641
84,0.8447622373,0.055996016
85,0.8439707453,0.0569793634
86,0.8412784783,0.056100696
87,0.8392276577,0.0561238205
88,0.8380096798,0.0563303841
89,0.835726857,0.0559834752
90,0.8345348149,0.056858873
91,0.8329107456,0.0571514699
92,0.8323460801,0.0579836218
93,0.8302592096,0.0580677018
94,0.8286933716,0.0584586572
95,0.8265684304,0.0591705488
96,0.823760417,0.0587141567
97,0.8211809582,0.0592458798
98,0.8194528018,0.0597072559
99,0.8181358124,0.0601205312
100,0.8158438114,0.0602924555
101,0.8137838601,0.0605045039
102,0.8123529174,0.0612169671
103,0.8102386601,0.0599169248
